Word	Type	Frequency
crombrug	C	1
paints	C	1
posession	C	1
it	F	12
included	C	4
clomburg	C	1
pocket	C	19
stopped	C	8
gende	C	1
of1961	C	1
stoling	C	1
convenience	C	11
takes	C	7
include	C	25
coram	C	1
baileys	C	15
tthen	C	1
levence	C	1
now	F	1
their	F	2
combar	C	1
equilavant	C	1
office	C	21
sue	C	1
stealing	C	14
conclude	C	2
minutes	C	1
onjanuary	C	1
columbia	C	2
balieys	C	1
immediately	C	2
hit	C	2
find	C	3
phone	C	1
rime	C	1
hate	C	1
noticed	C	3
american	C	1
has	F	31
scene	C	29
occupied	C	1
goods	C	1
coromba	C	1
surveillance	C	1
wasn	F	9
prices	C	2
kinds	C	1
wines	C	1
right	C	1
away	C	1
however	C	1
what	F	3
done	C	1
how	F	1
comfirmed	C	1
deems	C	1
columburg	C	2
checking	C	9
aas	C	1
coromburg	C	1
born	C	1
illegaly	C	1
with	F	56
columbo	C	34
equal	C	1
kallo	C	1
hiding	C	1
afterwards	C	2
theincident	C	1
happed	C	1
columba	C	2
equlavent	C	1
getting	C	1
age	C	31
prosecutoin	C	2
fac	C	1
mattress	C	1
report	C	1
around	C	40
siteis	C	1
equilavent	C	1
any	F	1
accuses	C	1
prosecuted	C	10
violated	C	36
clauses	C	23
based	C	4
ill	C	8
kronenbourg	C	5
dollars	C	79
shelf	C	8
products	C	2
cover	C	10
besides	C	1
soon	C	7
manager	C	21
mr	C	1
realized	C	5
situation	C	9
block	C	7
further	F	8
disclose	C	2
situations	C	2
completed	C	8
fallowing	C	1
accuse	C	5
place	C	7
mine	C	1
totals	C	1
moreover	C	21
managers	C	2
realize	C	6
disclosed	C	5
information	C	1
procedures	C	1
addition	C	5
being	F	2
includes	C	7
tension	C	1
defendatn	C	1
steal	C	1
but	F	1
abandoned	C	1
kornberg	C	1
management	C	2
detail	C	2
mars	C	1
price	C	4
notice	C	16
payments	C	1
once	F	3
make	C	1
arelisted	C	1
locations	C	1
intentions	C	2
gallon	C	2
i	F	1
lack	C	1
things	C	6
leave	C	7
check	C	1
end	C	2
classes	C	1
your	F	1
rainbow	C	1
bear	C	3
night	C	1
discussed	C	1
market	C	1
including	C	7
taht	C	1
all	F	12
coats	C	2
officer	C	1
long	C	1
investigating	C	2
revealed	C	1
twenty	C	17
second	C	18
nineteen	C	9
sixty	C	11
lane	C	41
street	C	26
district	C	131
b	C	5
zero	C	5
five	C	14
four	C	10
double	C	2
aforementioned	C	3
charged	C	29
established	C	31
clause	C	10
below	F	17
section	C	27
east	C	26
road	C	38
fourteenth	C	7
third	C	6
fourth	C	4
fifth	C	5
coat	C	7
sixth	C	5
locked	C	21
ground	C	32
seventh	C	2
verified	C	47
true	C	25
selling	C	15
purpose	C	1
finds	C	5
th	C	2
process	C	6
f	C	2
jan	C	4
shop	C	11
ke	C	1
awared	C	1
roughly	C	1
seven	C	7
eight	C	9
guilt	C	2
cause	C	1
afternoon	C	5
have	F	6
been	F	5
genuine	C	3
pros	C	1
03pm	C	2
procession	C	1
wanted	C	1
can	F	9
sole	C	1
ran	C	2
bo554122	C	2
charge	C	12
fourteen	C	4
hands	C	11
buttles	C	1
barely	C	1
liqueur	C	1
circumstances	C	1
door	C	1
truth	C	2
es	C	1
establishment	C	1
year	C	7
doll	C	1
defendants	C	2
they	F	2
leaving	C	2
incidents	C	3
knocked	C	2
mail	C	1
alley	C	5
finished	C	1
barehand	C	1
unnoticed	C	1
ntd	C	12
puxhed	C	1
onto	C	1
floor	C	2
ends	C	1
regulation	C	1
offended	C	1
lunar	C	1
calendar	C	1
whose	C	5
approximately	C	4
intended	C	3
outside	C	2
knock	C	1
thief	C	1
thirty	C	9
six	C	7
accusation	C	2
incriminating	C	2
belows	C	1
past	C	3
hundred	C	4
wanting	C	1
seventy	C	5
nine	C	8
ninety	C	7
code	C	1
aug	C	1
bare	C	6
handed	C	1
battle	C	1
real	C	2
birthday	C	1
charges	C	1
guilty	C	1
terms	C	1
offence	C	1
committed	C	1
own	F	17
creme	C	2
de	C	1
la	C	1
just	F	2
leaves	C	4
concludes	C	2
familymart	C	10
thousand	C	7
sixteen	C	2
finding	C	4
intending	C	1
trousers	C	1
dong	C	1
possessions	C	3
cost	C	3
abo	C	1
chase	C	3
lock	C	1
same	F	23
passports	C	2
b0544122	C	2
violation	C	3
steals	C	7
intends	C	2
each	F	1
puts	C	2
chases	C	4
locks	C	4
calls	C	4
offenses	C	1
vio	C	1
clock	C	1
costs79	C	1
new	C	7
costs	C	2
hides	C	2
violate	C	1
hidden	C	1
down	F	1
aly	C	1
progress	C	1
guilts	C	1
barehandedly	C	1
owner	C	1
runs	C	1
supervisors	C	1
l	C	2
n	C	1
equivalents	C	1
03p	C	1
unawareness	C	1
forth	C	1
trouser	C	2
off	F	2
maily	C	1
shin	C	1
crimes	C	1
famiport	C	1
unaware	C	2
dollar	C	1
lefting	C	1
from	F	35
rushes	C	1
locking	C	1
conclusion	C	1
proceedings	C	1
relative	C	1
involve	C	1
looking	C	1
himself	F	1
milk	C	1
bill	C	2
verfified	C	1
truths	C	4
ar	C	1
there	F	1
sits	C	1
aware	C	1
garlic	C	1
exited	C	1
dashed	C	1
supervisior	C	1
calling	C	2
ninteen	C	1
defention	C	1
processin	C	1
estabilished	C	1
crimal	C	3
secene	C	1
happening	C	1
processions	C	1
ninty	C	2
hundard	C	1
hided	C	1
figure	C	1
violent	C	1
taken	C	1
something	C	1
stuffs	C	1
before	F	2
verdict	C	64
court	C	62
micky	C	59
kovalio	C	57
offense	C	40
against	F	40
safety	C	42
reached	C	39
main	C	19
text	C	18
sentenced	C	21
approbation	C	2
must	C	7
fine	C	20
taiwanese	C	17
government	C	62
within	C	30
months	C	21
starting	C	21
next	C	34
day	C	38
delivered	C	9
period	C	33
should	F	35
provide	C	21
hour	C	10
volunteer	C	20
service	C	14
assigned	C	20
organizations	C	37
agencies	C	18
administrative	C	21
institutions	C	20
or	F	16
non	C	21
profit	C	21
february	C	30
13th	C	20
drank	C	17
friend	C	5
cheese	C	21
pub	C	21
xinyi	C	35
distict	C	1
drove	C	22
car	C	38
plate	C	18
kb	C	20
committing	C	20
almost	C	13
exactly	C	10
pulled	C	10
over	F	15
songren	C	14
requested	C	14
go	C	1
through	F	1
alcohol	C	41
tester	C	10
concentration	C	21
level	C	21
breath	C	19
milligrams	C	2
per	C	19
liter	C	17
drunk	C	11
driving	C	19
department	C	21
daan	C	16
branch	C	19
investigated	C	21
applied	C	19
summary	C	21
judgment	C	15
probation	C	39
asserted	C	1
hours	C	11
communities	C	15
other	F	17
12th	C	13
am	F	12
friends	C	15
asked	C	10
test	C	9
mg	C	4
influence	C	11
mention	C	1
reach	C	3
services	C	7
plat	C	1
intension	C	2
pull	C	5
milligram	C	13
apply	C	2
forty	C	6
eleven	C	1
restaurant	C	13
litter	C	2
verify	C	1
judgement	C	6
drink	C	1
conduct	C	1
breathe	C	1
content	C	1
curtained	C	1
during	F	6
governement	C	1
feb	C	7
23a	C	1
songzhen	C	2
do	F	4
known	C	1
regarding	C	7
affirmed	C	1
furthermore	C	1
30pm	C	1
00am	C	1
xin	C	3
yi	C	3
23am	C	3
required	C	1
43am	C	3
28ml	C	1
verifies	C	1
ascertained	C	7
covalio	C	1
sometime	C	1
community	C	1
exact	C	3
texts	C	1
according	C	1
offending	C	1
t3	C	1
organization	C	6
agency	C	3
2nd	C	1
nt30	C	1
between	F	1
song	C	1
ren	C	1
ranch	C	1
chinese	C	1
maintext	C	1
later	C	1
local	C	1
shongren	C	1
million	C	1
gram	C	1
beers	C	1
kb9999	C	1
accident	C	1
twelfth	C	1
thirteenth	C	2
named	C	1
drinking	C	1
testing	C	1
designated	C	1
